repo,repo_id,packages_queried,fetched_at
swc-project/swc,115110181,"npm:@swc/helpers,npm:@swc/types,npm:@swc/core,crates.io:swc_macros_common,crates.io:swc_common,crates.io:swc_atoms,crates.io:swc_ecma_ast,crates.io:swc_ecma_visit,crates.io:swc_ecma_parser,crates.io:swc_visit,crates.io:string_enum,crates.io:better_scoped_tls,crates.io:ast_node,crates.io:from_variant,crates.io:swc_eq_ignore_macros,crates.io:hstr,crates.io:swc_ecma_utils,crates.io:swc_ecma_transforms_base,crates.io:swc_allocator,crates.io:testing,crates.io:swc_ecma_codegen,crates.io:swc_visit_macros,crates.io:swc_ecma_codegen_macros,crates.io:swc_ecma_transforms_typescript,crates.io:swc_ecma_transforms_react,crates.io:swc_ecma_transforms_proposal,crates.io:swc_core,crates.io:swc_ecma_transforms_testing,crates.io:swc_config,crates.io:swc_malloc,crates.io:swc_ecma_transforms_classes,crates.io:swc_ecma_loader,crates.io:swc_ecma_transforms_macros,crates.io:swc_error_reporters,crates.io:swc_config_macro,crates.io:swc_ecma_transforms_optimization,crates.io:swc_ecma_minifier,crates.io:swc_ecma_transforms_compat,crates.io:testing_macros,crates.io:swc_sourcemap,crates.io:swc,crates.io:swc_trace_macro,crates.io:swc_ecma_transforms,crates.io:swc_bundler,crates.io:swc_ecma_testing,crates.io:swc_ecma_lexer,crates.io:swc_ecma_transforms_module,crates.io:swc_ecma_preset_env,crates.io:swc_plugin_proxy,crates.io:swc_css_ast,crates.io:swc_timer,crates.io:swc_ecma_usage_analyzer,crates.io:swc_css_visit,crates.io:swc_ecma_lints,crates.io:swc_plugin_macro,crates.io:swc_css_parser,crates.io:swc_plugin,crates.io:binding_macros,crates.io:swc_graph_analyzer,crates.io:swc_ecma_ext_transforms,crates.io:swc_css_codegen,crates.io:swc_css_utils,crates.io:swc_ecma_transformer,crates.io:swc_ecma_compat_es2022,crates.io:swc_node_bundler,crates.io:preset_env_base,crates.io:swc_node_comments,crates.io:swc_plugin_runner,crates.io:swc_ecma_quote_macros,crates.io:swc_ecma_compat_es2015,crates.io:swc_ecma_compat_bugfixes,crates.io:swc_ecma_compat_es2017,crates.io:swc_css_prefixer,crates.io:swc_ecma_compat_es2018,crates.io:swc_ecma_compat_es2020,crates.io:swc_ecma_compat_es2016,crates.io:swc_ecma_compat_es2019,crates.io:swc_ecma_compat_es3,crates.io:swc_ecma_compat_es2021,crates.io:swc_ecma_compat_common,crates.io:swc_compiler_base,crates.io:swc_css_compat,crates.io:swc_css_minifier,crates.io:swc_css_modules,crates.io:swc_css_codegen_macros,crates.io:swc_transform_common,crates.io:swc_typescript,crates.io:swc_nodejs_common,crates.io:swc_ecma_hooks,crates.io:swc_ts_fast_strip,crates.io:swc_ecma_regexp,crates.io:swc_ecma_compat_regexp,crates.io:swc_plugin_backend_wasmer,crates.io:swc_ecma_react_compiler,crates.io:swc_ecma_regexp_ast,crates.io:swc_ecma_regexp_visit,crates.io:swc_ecma_regexp_common",2026-05-18T01:18:09+00:00
sybrenstuvel/python-rsa,50107469,PyPI:rsa,2026-05-03T19:01:01+00:00
syntax-tree/unist-util-is,41795086,npm:unist-util-is,2026-05-18T01:16:35+00:00
systemd/systemd,32873313,Debian:systemd,2026-05-18T01:16:38+00:00
taiki-e/pin-project,164668916,"crates.io:pin-project,crates.io:pin-project-internal",2026-05-18T01:16:37+00:00
taiki-e/pin-project-lite,216847853,crates.io:pin-project-lite,2026-05-18T01:16:38+00:00
taiki-e/portable-atomic,448365131,crates.io:portable-atomic,2026-05-18T01:16:39+00:00
tapjs/signal-exit,35711072,npm:signal-exit,2026-05-18T01:16:39+00:00
tapjs/stack-utils,48974178,npm:stack-utils,2026-05-18T01:16:39+00:00
tartley/colorama,18892209,PyPI:colorama,2026-05-18T01:16:40+00:00
teambition/merge2,25396227,npm:merge2,2026-05-18T01:16:40+00:00
teddriggs/darling,89984100,"crates.io:darling_core,crates.io:darling,crates.io:darling_macro",2026-05-18T01:16:43+00:00
tehshrike/deepmerge,3276413,npm:deepmerge,2026-05-18T01:16:41+00:00
terkelg/sisteransi,122441239,npm:sisteransi,2026-05-18T01:16:41+00:00
terser/terser,29097127,npm:terser,2026-05-18T01:16:42+00:00
textualize/rich,220809393,PyPI:rich,2026-05-18T01:16:42+00:00
theskumar/python-dotenv,23727790,PyPI:python-dotenv,2026-05-18T01:16:42+00:00
thkukuk/rpcsvc-proto,55140533,Debian:rpcsvc-proto,2026-05-18T01:16:42+00:00
thlorenz/convert-source-map,8751561,npm:convert-source-map,2026-05-18T01:16:42+00:00
thlorenz/deep-is,9345558,npm:deep-is,2026-05-18T01:16:43+00:00
thomasdickey/ncurses-snapshots,65149533,Debian:ncurses,2026-05-18T01:16:45+00:00
tim-kos/node-retry,1738798,npm:retry,2026-05-18T01:16:43+00:00
time-rs/time,26459635,"crates.io:time,crates.io:time-core,crates.io:time-macros,crates.io:time-macros-impl",2026-05-18T01:16:46+00:00
tj/commander.js,2206953,npm:commander,2026-05-18T01:16:44+00:00
tj/node-cookie-signature,6229722,npm:cookie-signature,2026-05-18T01:16:44+00:00
tjguk/wmi,23124645,PyPI:wmi,2026-05-18T01:16:44+00:00
tkem/cachetools,18006791,PyPI:cachetools,2026-05-18T01:16:45+00:00
tokio-rs/bytes,30062547,crates.io:bytes,2026-05-18T01:16:45+00:00
tokio-rs/loom,161875917,crates.io:loom,2026-05-18T01:16:45+00:00
tokio-rs/prost,94262864,"crates.io:prost,crates.io:prost-derive,crates.io:prost-types,crates.io:prost-build",2026-05-18T01:16:48+00:00
tokio-rs/slab,37093133,crates.io:slab,2026-05-18T01:16:45+00:00
tokio-rs/tokio,67836789,"crates.io:tokio,crates.io:tokio-stream,crates.io:tokio-util,crates.io:tokio-macros,crates.io:tokio-test,crates.io:tokio-io,crates.io:tokio-executor,crates.io:tokio-sync,crates.io:tokio-current-thread,crates.io:tokio-reactor,crates.io:tokio-timer,crates.io:tokio-threadpool,crates.io:tokio-tcp,crates.io:tokio-codec,crates.io:tokio-tls,crates.io:tokio-uds,crates.io:tokio-fs,crates.io:tokio-udp,crates.io:tokio-buf",2026-05-18T01:17:04+00:00
tokio-rs/tracing,165289175,"crates.io:tracing,crates.io:tracing-core,crates.io:tracing-subscriber,crates.io:tracing-attributes,crates.io:tracing-log,crates.io:tracing-serde,crates.io:tracing-futures,crates.io:tracing-mock,crates.io:tracing-appender,crates.io:tracing-error,crates.io:tracing-flame,crates.io:tracing-journald",2026-05-18T01:16:57+00:00
toml-rs/toml,95902102,"crates.io:toml,crates.io:toml_edit,crates.io:toml_datetime,crates.io:serde_spanned,crates.io:toml_writer,crates.io:toml_parser,crates.io:toml_write",2026-05-18T01:16:52+00:00
tootallnate/proxy-agents,11293703,"npm:agent-base,npm:https-proxy-agent,npm:http-proxy-agent,npm:data-uri-to-buffer,npm:socks-proxy-agent,npm:degenerator,npm:pac-resolver,npm:proxy-agent,npm:pac-proxy-agent,npm:get-uri",2026-05-18T01:16:55+00:00
tootallnate/util-deprecate,19321056,npm:util-deprecate,2026-05-18T01:16:47+00:00
torvalds/linux,2325298,Debian:linux,2026-05-31T23:22:00+00:00
tower-rs/tower,98244646,"crates.io:tower-service,crates.io:tower-layer,crates.io:tower,crates.io:tower-test,crates.io:tower-util",2026-05-18T01:16:52+00:00
tox-dev/filelock,17098256,PyPI:filelock,2026-05-18T01:16:49+00:00
tox-dev/platformdirs,367032142,PyPI:platformdirs,2026-05-18T01:16:50+00:00
tqdm/tqdm,36804486,PyPI:tqdm,2026-05-18T01:16:51+00:00
tritondatacenter/node-assert-plus,4767976,npm:assert-plus,2026-05-18T01:16:52+00:00
tritondatacenter/node-extsprintf,4058064,npm:extsprintf,2026-05-18T01:16:53+00:00
troygoode/node-require-directory,3053807,npm:require-directory,2026-05-18T01:16:53+00:00
trysound/postcss-value-parser,40920306,npm:postcss-value-parser,2026-05-18T01:16:53+00:00
tsconfig/bases,263697285,"npm:@tsconfig/node16,npm:@tsconfig/node10,npm:@tsconfig/node14,npm:@tsconfig/node12",2026-05-18T01:16:57+00:00
tukaani-project/xz,553665726,Debian:xz,2026-05-18T01:16:54+00:00
typescript-eslint/typescript-eslint,165536154,"npm:@typescript-eslint/types,npm:@typescript-eslint/visitor-keys,npm:@typescript-eslint/typescript-estree,npm:@typescript-eslint/utils,npm:@typescript-eslint/scope-manager,npm:@typescript-eslint/parser,npm:@typescript-eslint/type-utils,npm:@typescript-eslint/eslint-plugin,npm:@typescript-eslint/tsconfig-utils,npm:@typescript-eslint/project-service,npm:@typescript-eslint/experimental-utils,npm:typescript-eslint",2026-05-18T01:17:05+00:00
typeshed-internal/stub_uploader,331669593,"PyPI:types-python-dateutil,PyPI:types-pyyaml,PyPI:types-setuptools,PyPI:types-protobuf,PyPI:types-pytz,PyPI:types-urllib3,PyPI:types-pyopenssl,PyPI:types-redis,PyPI:types-toml,PyPI:types-docutils,PyPI:types-paramiko,PyPI:types-dataclasses,PyPI:types-deprecated,PyPI:types-markdown,PyPI:types-cachetools,PyPI:types-croniter,PyPI:types-six,PyPI:types-certifi,PyPI:types-html5lib,PyPI:types-cryptography,PyPI:types-python-slugify,PyPI:types-jsonschema,PyPI:types-mock,PyPI:types-simplejson,PyPI:types-pillow,PyPI:types-psycopg2,PyPI:types-ujson,PyPI:types-freezegun,PyPI:types-beautifulsoup4",2026-06-28T20:21:01+00:00
unicode-org/icu,49244766,Debian:icu,2026-05-18T01:16:56+00:00
unicode-org/icu4x,243395141,"crates.io:zerofrom-derive,crates.io:zerovec,crates.io:zerofrom,crates.io:icu_properties,crates.io:icu_normalizer,crates.io:yoke,crates.io:icu_provider,crates.io:yoke-derive,crates.io:zerovec-derive,crates.io:writeable,crates.io:icu_collections,crates.io:litemap,crates.io:tinystr,crates.io:icu_properties_data,crates.io:databake,crates.io:icu_normalizer_data,crates.io:zerotrie,crates.io:icu_locale_core,crates.io:icu_locid,crates.io:icu_locid_transform_data,crates.io:icu_locid_transform,crates.io:icu_provider_macros,crates.io:potential_utf,crates.io:databake-derive,crates.io:icu_locale,crates.io:fixed_decimal,crates.io:icu_decimal,crates.io:icu_calendar,crates.io:icu_decimal_data,crates.io:icu_plurals,crates.io:icu_list,crates.io:calendrical_calculations,crates.io:icu_calendar_data,crates.io:icu_datetime,crates.io:icu_provider_adapters,crates.io:icu_plurals_data,crates.io:icu_segmenter,crates.io:icu_datetime_data,crates.io:icu_segmenter_data,crates.io:icu_list_data,crates.io:icu_collator,crates.io:icu_collator_data,crates.io:icu_locale_data,crates.io:icu_casemap,crates.io:icu_casemap_data,crates.io:icu_pattern,crates.io:icu_provider_blob,crates.io:icu,crates.io:icu_experimental,crates.io:icu_experimental_data,crates.io:ixdtf,crates.io:icu_time,crates.io:zoneinfo64,crates.io:icu_time_data,crates.io:resb,crates.io:tzif,crates.io:icu_provider_registry",2026-05-18T01:17:51+00:00
unicode-rs/unicode-xid,34637906,crates.io:unicode-xid,2026-05-18T01:16:56+00:00
unshiftio/requires-port,26316179,npm:requires-port,2026-05-18T01:16:57+00:00
uqfoundation/dill,11031844,PyPI:dill,2026-05-18T01:16:56+00:00
urllib3/urllib3,2410676,PyPI:urllib3,2026-05-18T01:16:59+00:00
util-linux/util-linux,2339555,Debian:util-linux,2026-05-18T01:16:59+00:00
uuidjs/uuid,1203139,npm:uuid,2026-05-18T01:16:58+00:00
vercel/ai,644461337,"npm:ai,npm:@ai-sdk/provider,npm:@ai-sdk/provider-utils,npm:@ai-sdk/gateway",2026-05-18T01:17:01+00:00
vercel/ms,3655872,npm:ms,2026-05-18T01:16:59+00:00
vercel/next.js,70107786,"npm:client-only,npm:@next/env,npm:next,npm:@next/eslint-plugin-next,npm:eslint-config-next",2026-05-18T01:17:04+00:00
visionmedia/bytes.js,4626886,npm:bytes,2026-05-18T01:16:59+00:00
visionmedia/node-cookie-signature,6229722,npm:cookie-signature,2026-05-03T19:01:25+00:00
vitest-dev/vitest,434708679,"npm:@vitest/pretty-format,npm:@vitest/utils,npm:@vitest/spy,npm:@vitest/expect,npm:@vitest/snapshot,npm:@vitest/runner,npm:@vitest/mocker,npm:vitest",2026-05-18T01:17:07+00:00
vorner/signal-hook,137260008,"crates.io:signal-hook-registry,crates.io:signal-hook,crates.io:signal-hook-mio,crates.io:signal-hook-tokio",2026-05-18T01:17:03+00:00
vuejs/core,137078487,"npm:@vue/shared,npm:@vue/compiler-core,npm:@vue/compiler-dom,npm:@vue/compiler-sfc,npm:@vue/compiler-ssr,npm:vue,npm:@vue/reactivity,npm:@vue/runtime-dom,npm:@vue/server-renderer,npm:@vue/runtime-core,npm:@vue/reactivity-transform",2026-05-18T01:17:12+00:00
wasm-bindgen/wasm-bindgen,114685405,"crates.io:wasm-bindgen,crates.io:wasm-bindgen-test,crates.io:js-sys,crates.io:web-sys,crates.io:wasm-bindgen-shared,crates.io:wasm-bindgen-macro,crates.io:wasm-bindgen-macro-support,crates.io:wasm-bindgen-futures,crates.io:wasm-bindgen-backend,crates.io:wasm-bindgen-test-macro,crates.io:wasm-bindgen-test-shared,crates.io:wasm-bindgen-wasm-conventions,crates.io:wasm-bindgen-cli-support,crates.io:wasm-bindgen-cli,crates.io:wasm-bindgen-wasm-interpreter,crates.io:wasm-bindgen-threads-xform,crates.io:wasm-bindgen-multi-value-xform,crates.io:wasm-bindgen-externref-xform",2026-05-18T01:17:21+00:00
watson/ci-info,71475907,npm:ci-info,2026-05-18T01:17:05+00:00
wbond/asn1crypto,36823669,PyPI:asn1crypto,2026-05-18T01:17:05+00:00
webmproject/libwebp,23368445,Debian:libwebp,2026-05-18T01:17:07+00:00
webpack/enhanced-resolve,5400204,npm:enhanced-resolve,2026-05-18T01:17:06+00:00
webpack/loader-utils,6503675,npm:loader-utils,2026-05-03T19:01:32+00:00
webpack/minimizer-webpack-plugin,143057914,npm:terser-webpack-plugin,2026-06-28T20:20:33+00:00
webpack/schema-utils,80306715,npm:schema-utils,2026-05-18T01:17:06+00:00
webpack/tapable,7730086,npm:tapable,2026-05-18T01:17:07+00:00
webpack/terser-webpack-plugin,143057914,npm:terser-webpack-plugin,2026-05-18T01:17:07+00:00
webpack/watchpack,24119524,"npm:watchpack,npm:watchpack-chokidar2",2026-05-18T01:17:09+00:00
webpack/webpack-sources,48954523,npm:webpack-sources,2026-05-18T01:17:08+00:00
webreflection/flatted,131121620,npm:flatted,2026-05-18T01:17:07+00:00
webreflection/html-escaper,33597730,npm:html-escaper,2026-05-18T01:17:08+00:00
websocket-client/websocket-client,1202362,PyPI:websocket-client,2026-05-18T01:17:08+00:00
websockets/ws,2744972,npm:ws,2026-05-18T01:17:09+00:00
wesleytodd/setprototypeof,30301031,npm:setprototypeof,2026-05-18T01:17:09+00:00
whitequark/ipaddr.js,2110585,npm:ipaddr.js,2026-05-18T01:17:09+00:00
withoutboats/heck,86326466,crates.io:heck,2026-05-18T01:17:10+00:00
xiph/ogg,33956205,Debian:libogg,2026-05-18T01:17:10+00:00
xtuc/webassemblyjs,113006071,"npm:@webassemblyjs/helper-wasm-bytecode,npm:@webassemblyjs/ast,npm:@webassemblyjs/helper-numbers,npm:@webassemblyjs/helper-api-error,npm:@webassemblyjs/wasm-gen,npm:@webassemblyjs/helper-buffer,npm:@webassemblyjs/floating-point-hex-parser,npm:@webassemblyjs/wast-printer,npm:@webassemblyjs/ieee754,npm:@webassemblyjs/leb128,npm:@webassemblyjs/utf8,npm:@webassemblyjs/wasm-parser,npm:@webassemblyjs/helper-wasm-section,npm:@webassemblyjs/wasm-opt,npm:@webassemblyjs/wasm-edit,npm:@webassemblyjs/helper-code-frame,npm:@webassemblyjs/helper-fsm,npm:@webassemblyjs/wast-parser",2026-05-18T01:17:27+00:00
yahoo/serialize-javascript,24106944,npm:serialize-javascript,2026-05-18T01:17:10+00:00
yaml/libyaml,2699072,Debian:libyaml,2026-05-18T01:17:11+00:00
yaml/pyyaml,2700147,PyPI:pyyaml,2026-05-18T01:17:11+00:00
yargs/cliui,34287546,npm:cliui,2026-05-18T01:17:11+00:00
yargs/set-blocking,58830287,npm:set-blocking,2026-05-18T01:17:12+00:00
yargs/y18n,39720886,npm:y18n,2026-05-18T01:17:12+00:00
yargs/yargs,14210523,npm:yargs,2026-05-18T01:17:12+00:00
yargs/yargs-parser,50258379,npm:yargs-parser,2026-05-18T01:17:13+00:00
yuzujs/setimmediate,1981208,npm:setimmediate,2026-05-18T01:17:13+00:00
zertosh/loose-envify,41947687,npm:loose-envify,2026-05-18T01:17:13+00:00
zesterer/spin-rs,21686666,crates.io:spin,2026-05-18T01:17:13+00:00
zloirock/core-js,11481338,"npm:core-js,npm:core-js-compat,npm:core-js-pure",2026-05-18T01:17:16+00:00
